,Unnamed: 0,stationid,hour,minute,week,weekend,date,count,sum,outNums,inNums
258,258,2,19,0,0,1,5,88.0,55.0,55.0,33.0
259,259,2,19,10,0,1,5,88.0,51.0,51.0,37.0
260,260,2,19,20,0,1,5,97.0,56.0,56.0,41.0
261,261,2,19,30,0,1,5,91.0,45.0,45.0,46.0
262,262,2,19,40,0,1,5,98.0,60.0,60.0,38.0
263,263,2,19,50,0,1,5,92.0,67.0,67.0,25.0
264,264,2,20,0,0,1,5,72.0,43.0,43.0,29.0
265,265,2,20,10,0,1,5,111.0,65.0,65.0,46.0
266,266,2,20,20,0,1,5,96.0,52.0,52.0,44.0
267,267,2,20,30,0,1,5,88.0,55.0,55.0,33.0
268,268,2,20,40,0,1,5,86.0,50.0,50.0,36.0
269,269,2,20,50,0,1,5,104.0,68.0,68.0,36.0
270,270,2,21,0,0,1,5,112.0,55.0,55.0,57.0
271,271,2,21,10,0,1,5,76.0,39.0,39.0,37.0
272,272,2,21,20,0,1,5,80.0,50.0,50.0,30.0
273,273,2,21,30,0,1,5,98.0,58.0,58.0,40.0
274,274,2,21,40,0,1,5,79.0,62.0,62.0,17.0
275,275,2,21,50,0,1,5,88.0,62.0,62.0,26.0
276,276,2,22,0,0,1,5,78.0,49.0,49.0,29.0
277,277,2,22,10,0,1,5,76.0,56.0,56.0,20.0
278,278,2,22,20,0,1,5,75.0,58.0,58.0,17.0
279,279,2,22,30,0,1,5,69.0,57.0,57.0,12.0
280,280,2,22,40,0,1,5,39.0,36.0,36.0,3.0
281,281,2,22,50,0,1,5,0.0,0.0,0.0,0.0
318,318,3,5,0,0,1,5,3.0,0.0,0.0,3.0
319,319,3,5,10,0,1,5,9.0,0.0,0.0,9.0
320,320,3,5,20,0,1,5,24.0,0.0,0.0,24.0
321,321,3,5,30,0,1,5,18.0,0.0,0.0,18.0
322,322,3,5,40,0,1,5,14.0,0.0,0.0,14.0
323,323,3,5,50,0,1,5,15.0,0.0,0.0,15.0
324,324,3,6,0,0,1,5,18.0,0.0,0.0,18.0
325,325,3,6,10,0,1,5,21.0,0.0,0.0,21.0
326,326,3,6,20,0,1,5,43.0,12.0,12.0,31.0
327,327,3,6,30,0,1,5,51.0,22.0,22.0,29.0
328,328,3,6,40,0,1,5,62.0,25.0,25.0,37.0
329,329,3,6,50,0,1,5,55.0,3.0,3.0,52.0
330,330,3,7,0,0,1,5,67.0,12.0,12.0,55.0
331,331,3,7,10,0,1,5,73.0,21.0,21.0,52.0
332,332,3,7,20,0,1,5,60.0,24.0,24.0,36.0
333,333,3,7,30,0,1,5,75.0,28.0,28.0,47.0
334,334,3,7,40,0,1,5,73.0,14.0,14.0,59.0
335,335,3,7,50,0,1,5,60.0,4.0,4.0,56.0
336,336,3,8,0,0,1,5,70.0,10.0,10.0,60.0
337,337,3,8,10,0,1,5,71.0,15.0,15.0,56.0
338,338,3,8,20,0,1,5,80.0,24.0,24.0,56.0
339,339,3,8,30,0,1,5,76.0,20.0,20.0,56.0
340,340,3,8,40,0,1,5,84.0,21.0,21.0,63.0
341,341,3,8,50,0,1,5,84.0,11.0,11.0,73.0
342,342,3,9,0,0,1,5,62.0,17.0,17.0,45.0
343,343,3,9,10,0,1,5,87.0,21.0,21.0,66.0
344,344,3,9,20,0,1,5,73.0,22.0,22.0,51.0
345,345,3,9,30,0,1,5,74.0,20.0,20.0,54.0
346,346,3,9,40,0,1,5,79.0,26.0,26.0,53.0
347,347,3,9,50,0,1,5,79.0,23.0,23.0,56.0
348,348,3,10,0,0,1,5,75.0,10.0,10.0,65.0
349,349,3,10,10,0,1,5,70.0,16.0,16.0,54.0
350,350,3,10,20,0,1,5,87.0,23.0,23.0,64.0
351,351,3,10,30,0,1,5,73.0,20.0,20.0,53.0
352,352,3,10,40,0,1,5,84.0,23.0,23.0,61.0
353,353,3,10,50,0,1,5,80.0,26.0,26.0,54.0
354,354,3,11,0,0,1,5,63.0,26.0,26.0,37.0
355,355,3,11,10,0,1,5,76.0,25.0,25.0,51.0
356,356,3,11,20,0,1,5,81.0,19.0,19.0,62.0
357,357,3,11,30,0,1,5,80.0,33.0,33.0,47.0
358,358,3,11,40,0,1,5,84.0,25.0,25.0,59.0
359,359,3,11,50,0,1,5,78.0,29.0,29.0,49.0
360,360,3,12,0,0,1,5,79.0,33.0,33.0,46.0
361,361,3,12,10,0,1,5,93.0,27.0,27.0,66.0
362,362,3,12,20,0,1,5,66.0,27.0,27.0,39.0
363,363,3,12,30,0,1,5,92.0,30.0,30.0,62.0
364,364,3,12,40,0,1,5,98.0,32.0,32.0,66.0
365,365,3,12,50,0,1,5,89.0,38.0,38.0,51.0
366,366,3,13,0,0,1,5,80.0,32.0,32.0,48.0
367,367,3,13,10,0,1,5,91.0,31.0,31.0,60.0
368,368,3,13,20,0,1,5,103.0,35.0,35.0,68.0
369,369,3,13,30,0,1,5,82.0,42.0,42.0,40.0
370,370,3,13,40,0,1,5,97.0,37.0,37.0,60.0
371,371,3,13,50,0,1,5,108.0,53.0,53.0,55.0
372,372,3,14,0,0,1,5,109.0,47.0,47.0,62.0
373,373,3,14,10,0,1,5,93.0,43.0,43.0,50.0
374,374,3,14,20,0,1,5,110.0,48.0,48.0,62.0
375,375,3,14,30,0,1,5,93.0,36.0,36.0,57.0
376,376,3,14,40,0,1,5,107.0,43.0,43.0,64.0
377,377,3,14,50,0,1,5,95.0,51.0,51.0,44.0
378,378,3,15,0,0,1,5,85.0,45.0,45.0,40.0
379,379,3,15,10,0,1,5,85.0,40.0,40.0,45.0
380,380,3,15,20,0,1,5,86.0,55.0,55.0,31.0
381,381,3,15,30,0,1,5,72.0,36.0,36.0,36.0
382,382,3,15,40,0,1,5,78.0,44.0,44.0,34.0
383,383,3,15,50,0,1,5,85.0,43.0,43.0,42.0
384,384,3,16,0,0,1,5,86.0,50.0,50.0,36.0
385,385,3,16,10,0,1,5,83.0,45.0,45.0,38.0
386,386,3,16,20,0,1,5,77.0,47.0,47.0,30.0
387,387,3,16,30,0,1,5,63.0,44.0,44.0,19.0
388,388,3,16,40,0,1,5,89.0,52.0,52.0,37.0
389,389,3,16,50,0,1,5,79.0,46.0,46.0,33.0
390,390,3,17,0,0,1,5,88.0,44.0,44.0,44.0
391,391,3,17,10,0,1,5,107.0,65.0,65.0,42.0
392,392,3,17,20,0,1,5,97.0,69.0,69.0,28.0
393,393,3,17,30,0,1,5,89.0,57.0,57.0,32.0
394,394,3,17,40,0,1,5,86.0,65.0,65.0,21.0
395,395,3,17,50,0,1,5,94.0,62.0,62.0,32.0
396,396,3,18,0,0,1,5,79.0,55.0,55.0,24.0
397,397,3,18,10,0,1,5,98.0,62.0,62.0,36.0
398,398,3,18,20,0,1,5,92.0,72.0,72.0,20.0
399,399,3,18,30,0,1,5,65.0,47.0,47.0,18.0
400,400,3,18,40,0,1,5,107.0,67.0,67.0,40.0
401,401,3,18,50,0,1,5,76.0,66.0,66.0,10.0
402,402,3,19,0,0,1,5,92.0,75.0,75.0,17.0
403,403,3,19,10,0,1,5,74.0,50.0,50.0,24.0
404,404,3,19,20,0,1,5,82.0,55.0,55.0,27.0
405,405,3,19,30,0,1,5,88.0,62.0,62.0,26.0
406,406,3,19,40,0,1,5,74.0,59.0,59.0,15.0
407,407,3,19,50,0,1,5,77.0,44.0,44.0,33.0
408,408,3,20,0,0,1,5,68.0,46.0,46.0,22.0
409,409,3,20,10,0,1,5,80.0,48.0,48.0,32.0
410,410,3,20,20,0,1,5,75.0,52.0,52.0,23.0
411,411,3,20,30,0,1,5,62.0,45.0,45.0,17.0
412,412,3,20,40,0,1,5,69.0,46.0,46.0,23.0
413,413,3,20,50,0,1,5,44.0,34.0,34.0,10.0
414,414,3,21,0,0,1,5,67.0,51.0,51.0,16.0
415,415,3,21,10,0,1,5,57.0,44.0,44.0,13.0
416,416,3,21,20,0,1,5,34.0,17.0,17.0,17.0
417,417,3,21,30,0,1,5,91.0,60.0,60.0,31.0
418,418,3,21,40,0,1,5,63.0,59.0,59.0,4.0
419,419,3,21,50,0,1,5,82.0,74.0,74.0,8.0
420,420,3,22,0,0,1,5,64.0,64.0,64.0,0.0
421,421,3,22,10,0,1,5,47.0,46.0,46.0,1.0
422,422,3,22,20,0,1,5,5.0,4.0,4.0,1.0
423,423,3,22,30,0,1,5,41.0,41.0,41.0,0.0
424,424,3,22,40,0,1,5,31.0,31.0,31.0,0.0
425,425,3,22,50,0,1,5,31.0,31.0,31.0,0.0
462,462,4,5,0,0,1,5,0.0,0.0,0.0,0.0
463,463,4,5,10,0,1,5,0.0,0.0,0.0,0.0
464,464,4,5,20,0,1,5,2.0,2.0,2.0,0.0
465,465,4,5,30,0,1,5,3.0,0.0,0.0,3.0
466,466,4,5,40,0,1,5,7.0,0.0,0.0,7.0
467,467,4,5,50,0,1,5,16.0,9.0,9.0,7.0
468,468,4,6,0,0,1,5,7.0,3.0,3.0,4.0
469,469,4,6,10,0,1,5,26.0,19.0,19.0,7.0
470,470,4,6,20,0,1,5,26.0,19.0,19.0,7.0
471,471,4,6,30,0,1,5,34.0,15.0,15.0,19.0
472,472,4,6,40,0,1,5,25.0,8.0,8.0,17.0
473,473,4,6,50,0,1,5,47.0,29.0,29.0,18.0
474,474,4,7,0,0,1,5,55.0,41.0,41.0,14.0
475,475,4,7,10,0,1,5,79.0,61.0,61.0,18.0
476,476,4,7,20,0,1,5,72.0,54.0,54.0,18.0
477,477,4,7,30,0,1,5,45.0,26.0,26.0,19.0
478,478,4,7,40,0,1,5,60.0,42.0,42.0,18.0
479,479,4,7,50,0,1,5,42.0,26.0,26.0,16.0
480,480,4,8,0,0,1,5,64.0,39.0,39.0,25.0
481,481,4,8,10,0,1,5,51.0,30.0,30.0,21.0
482,482,4,8,20,0,1,5,47.0,18.0,18.0,29.0
483,483,4,8,30,0,1,5,64.0,30.0,30.0,34.0
484,484,4,8,40,0,1,5,44.0,25.0,25.0,19.0
485,485,4,8,50,0,1,5,43.0,17.0,17.0,26.0
486,486,4,9,0,0,1,5,30.0,18.0,18.0,12.0
487,487,4,9,10,0,1,5,28.0,19.0,19.0,9.0
488,488,4,9,20,0,1,5,34.0,12.0,12.0,22.0
489,489,4,9,30,0,1,5,46.0,22.0,22.0,24.0
490,490,4,9,40,0,1,5,33.0,18.0,18.0,15.0
491,491,4,9,50,0,1,5,49.0,23.0,23.0,26.0
492,492,4,10,0,0,1,5,33.0,23.0,23.0,10.0
493,493,4,10,10,0,1,5,40.0,19.0,19.0,21.0
494,494,4,10,20,0,1,5,35.0,20.0,20.0,15.0
495,495,4,10,30,0,1,5,29.0,16.0,16.0,13.0
496,496,4,10,40,0,1,5,44.0,23.0,23.0,21.0
497,497,4,10,50,0,1,5,36.0,18.0,18.0,18.0
498,498,4,11,0,0,1,5,49.0,34.0,34.0,15.0
499,499,4,11,10,0,1,5,64.0,27.0,27.0,37.0
500,500,4,11,20,0,1,5,53.0,28.0,28.0,25.0
501,501,4,11,30,0,1,5,64.0,27.0,27.0,37.0
502,502,4,11,40,0,1,5,61.0,28.0,28.0,33.0
503,503,4,11,50,0,1,5,79.0,31.0,31.0,48.0
504,504,4,12,0,0,1,5,72.0,26.0,26.0,46.0
505,505,4,12,10,0,1,5,73.0,19.0,19.0,54.0
506,506,4,12,20,0,1,5,90.0,29.0,29.0,61.0
507,507,4,12,30,0,1,5,61.0,24.0,24.0,37.0
508,508,4,12,40,0,1,5,54.0,25.0,25.0,29.0
509,509,4,12,50,0,1,5,42.0,16.0,16.0,26.0
510,510,4,13,0,0,1,5,58.0,23.0,23.0,35.0
511,511,4,13,10,0,1,5,47.0,22.0,22.0,25.0
512,512,4,13,20,0,1,5,51.0,22.0,22.0,29.0
513,513,4,13,30,0,1,5,55.0,18.0,18.0,37.0
514,514,4,13,40,0,1,5,51.0,22.0,22.0,29.0
515,515,4,13,50,0,1,5,44.0,21.0,21.0,23.0
516,516,4,14,0,0,1,5,43.0,19.0,19.0,24.0
517,517,4,14,10,0,1,5,46.0,14.0,14.0,32.0
518,518,4,14,20,0,1,5,67.0,25.0,25.0,42.0
519,519,4,14,30,0,1,5,37.0,8.0,8.0,29.0
520,520,4,14,40,0,1,5,31.0,9.0,9.0,22.0
521,521,4,14,50,0,1,5,19.0,5.0,5.0,14.0
522,522,4,15,0,0,1,5,30.0,8.0,8.0,22.0
523,523,4,15,10,0,1,5,33.0,15.0,15.0,18.0
524,524,4,15,20,0,1,5,28.0,14.0,14.0,14.0
525,525,4,15,30,0,1,5,32.0,11.0,11.0,21.0
526,526,4,15,40,0,1,5,52.0,22.0,22.0,30.0
527,527,4,15,50,0,1,5,37.0,18.0,18.0,19.0
528,528,4,16,0,0,1,5,47.0,17.0,17.0,30.0
529,529,4,16,10,0,1,5,48.0,10.0,10.0,38.0
530,530,4,16,20,0,1,5,38.0,20.0,20.0,18.0
531,531,4,16,30,0,1,5,45.0,15.0,15.0,30.0
532,532,4,16,40,0,1,5,85.0,15.0,15.0,70.0
533,533,4,16,50,0,1,5,66.0,27.0,27.0,39.0
534,534,4,17,0,0,1,5,69.0,16.0,16.0,53.0
535,535,4,17,10,0,1,5,58.0,18.0,18.0,40.0
536,536,4,17,20,0,1,5,44.0,19.0,19.0,25.0
537,537,4,17,30,0,1,5,72.0,15.0,15.0,57.0
538,538,4,17,40,0,1,5,67.0,18.0,18.0,49.0
539,539,4,17,50,0,1,5,39.0,15.0,15.0,24.0
540,540,4,18,0,0,1,5,47.0,18.0,18.0,29.0
541,541,4,18,10,0,1,5,59.0,19.0,19.0,40.0
542,542,4,18,20,0,1,5,54.0,24.0,24.0,30.0
543,543,4,18,30,0,1,5,70.0,20.0,20.0,50.0
544,544,4,18,40,0,1,5,42.0,22.0,22.0,20.0
545,545,4,18,50,0,1,5,39.0,19.0,19.0,20.0
546,546,4,19,0,0,1,5,50.0,18.0,18.0,32.0
547,547,4,19,10,0,1,5,85.0,30.0,30.0,55.0
548,548,4,19,20,0,1,5,55.0,19.0,19.0,36.0
549,549,4,19,30,0,1,5,80.0,13.0,13.0,67.0
550,550,4,19,40,0,1,5,41.0,13.0,13.0,28.0
551,551,4,19,50,0,1,5,51.0,13.0,13.0,38.0
552,552,4,20,0,0,1,5,37.0,11.0,11.0,26.0
553,553,4,20,10,0,1,5,43.0,13.0,13.0,30.0
554,554,4,20,20,0,1,5,52.0,8.0,8.0,44.0
555,555,4,20,30,0,1,5,40.0,17.0,17.0,23.0
556,556,4,20,40,0,1,5,28.0,9.0,9.0,19.0
557,557,4,20,50,0,1,5,26.0,14.0,14.0,12.0
558,558,4,21,0,0,1,5,29.0,8.0,8.0,21.0
559,559,4,21,10,0,1,5,34.0,13.0,13.0,21.0
560,560,4,21,20,0,1,5,13.0,3.0,3.0,10.0
561,561,4,21,30,0,1,5,32.0,16.0,16.0,16.0
562,562,4,21,40,0,1,5,29.0,22.0,22.0,7.0
563,563,4,21,50,0,1,5,25.0,9.0,9.0,16.0
564,564,4,22,0,0,1,5,15.0,15.0,15.0,0.0
565,565,4,22,10,0,1,5,13.0,9.0,9.0,4.0
566,566,4,22,20,0,1,5,11.0,9.0,9.0,2.0
567,567,4,22,30,0,1,5,7.0,7.0,7.0,0.0
568,568,4,22,40,0,1,5,9.0,8.0,8.0,1.0
569,569,4,22,50,0,1,5,2.0,2.0,2.0,0.0
606,606,5,5,0,0,1,5,0.0,0.0,0.0,0.0
607,607,5,5,10,0,1,5,0.0,0.0,0.0,0.0
