,Unnamed: 0,stationid,startTime,inNums,outNums,flow
257,257,3,2022/4/15 11:50:00,26,50,-24
258,258,3,2022/4/15 12:00:00,28,52,-24
259,259,3,2022/4/15 12:10:00,27,50,-23
260,260,3,2022/4/15 12:20:00,27,51,-24
261,261,3,2022/4/15 12:30:00,27,52,-25
262,262,3,2022/4/15 12:40:00,29,52,-23
263,263,3,2022/4/15 12:50:00,25,54,-29
264,264,3,2022/4/15 13:00:00,27,55,-28
265,265,3,2022/4/15 13:10:00,28,58,-30
266,266,3,2022/4/15 13:20:00,28,53,-25
267,267,3,2022/4/15 13:30:00,28,54,-26
268,268,3,2022/4/15 13:40:00,28,63,-35
269,269,3,2022/4/15 13:50:00,23,63,-40
270,270,3,2022/4/15 14:00:00,25,67,-42
271,271,3,2022/4/15 14:10:00,22,66,-44
272,272,3,2022/4/15 14:20:00,24,65,-41
273,273,3,2022/4/15 14:30:00,22,59,-37
274,274,3,2022/4/15 14:40:00,20,61,-41
275,275,3,2022/4/15 14:50:00,23,70,-47
276,276,3,2022/4/15 15:00:00,21,65,-44
277,277,3,2022/4/15 15:10:00,20,67,-47
278,278,3,2022/4/15 15:20:00,21,73,-52
279,279,3,2022/4/15 15:30:00,22,81,-59
280,280,3,2022/4/15 15:40:00,19,73,-54
281,281,3,2022/4/15 15:50:00,21,76,-55
282,282,3,2022/4/15 16:00:00,21,76,-55
283,283,3,2022/4/15 16:10:00,20,74,-54
284,284,3,2022/4/15 16:20:00,22,79,-57
285,285,3,2022/4/15 16:30:00,26,93,-67
286,286,3,2022/4/15 16:40:00,29,97,-68
287,287,3,2022/4/15 16:50:00,26,103,-77
288,288,3,2022/4/15 17:00:00,24,104,-80
289,289,3,2022/4/15 17:10:00,29,111,-82
290,290,3,2022/4/15 17:20:00,31,101,-70
291,291,3,2022/4/15 17:30:00,29,115,-86
292,292,3,2022/4/15 17:40:00,29,109,-80
293,293,3,2022/4/15 17:50:00,29,181,-152
294,294,3,2022/4/15 18:00:00,26,128,-102
295,295,3,2022/4/15 18:10:00,30,179,-149
296,296,3,2022/4/15 18:20:00,27,226,-199
297,297,3,2022/4/15 18:30:00,29,234,-205
298,298,3,2022/4/15 18:40:00,23,220,-197
299,299,3,2022/4/15 18:50:00,22,223,-201
300,300,3,2022/4/15 19:00:00,19,145,-126
301,301,3,2022/4/15 19:10:00,17,139,-122
302,302,3,2022/4/15 19:20:00,18,111,-93
303,303,3,2022/4/15 19:30:00,16,119,-103
304,304,3,2022/4/15 19:40:00,15,100,-85
305,305,3,2022/4/15 19:50:00,16,112,-96
306,306,3,2022/4/15 20:00:00,15,101,-86
307,307,3,2022/4/15 20:10:00,15,95,-80
308,308,3,2022/4/15 20:20:00,17,97,-80
309,309,3,2022/4/15 20:30:00,14,78,-64
310,310,3,2022/4/15 20:40:00,14,92,-78
311,311,3,2022/4/15 20:50:00,12,85,-73
312,312,3,2022/4/15 21:00:00,13,94,-81
313,313,3,2022/4/15 21:10:00,16,95,-79
314,314,3,2022/4/15 21:20:00,12,60,-48
315,315,3,2022/4/15 21:30:00,11,86,-75
316,316,3,2022/4/15 21:40:00,10,102,-92
317,317,3,2022/4/15 21:50:00,5,114,-109
318,318,3,2022/4/15 22:00:00,1,94,-93
319,319,3,2022/4/15 22:10:00,0,77,-77
320,320,3,2022/4/15 22:20:00,0,25,-25
321,321,3,2022/4/15 22:30:00,0,86,-86
322,322,3,2022/4/15 22:40:00,1,77,-76
323,323,3,2022/4/15 22:50:00,0,54,-54
324,324,4,2022/4/15 5:00:00,0,1,-1
325,325,4,2022/4/15 5:10:00,0,1,-1
326,326,4,2022/4/15 5:20:00,0,1,-1
327,327,4,2022/4/15 5:30:00,5,1,4
328,328,4,2022/4/15 5:40:00,9,1,8
329,329,4,2022/4/15 5:50:00,10,21,-11
330,330,4,2022/4/15 6:00:00,7,5,2
331,331,4,2022/4/15 6:10:00,9,34,-25
332,332,4,2022/4/15 6:20:00,17,49,-32
333,333,4,2022/4/15 6:30:00,15,33,-18
334,334,4,2022/4/15 6:40:00,17,42,-25
335,335,4,2022/4/15 6:50:00,16,62,-46
336,336,4,2022/4/15 7:00:00,20,75,-55
337,337,4,2022/4/15 7:10:00,23,87,-64
338,338,4,2022/4/15 7:20:00,25,93,-68
339,339,4,2022/4/15 7:30:00,28,109,-81
340,340,4,2022/4/15 7:40:00,31,108,-77
341,341,4,2022/4/15 7:50:00,39,213,-174
342,342,4,2022/4/15 8:00:00,47,319,-272
343,343,4,2022/4/15 8:10:00,58,346,-288
344,344,4,2022/4/15 8:20:00,44,208,-164
345,345,4,2022/4/15 8:30:00,34,178,-144
346,346,4,2022/4/15 8:40:00,30,152,-122
347,347,4,2022/4/15 8:50:00,28,123,-95
348,348,4,2022/4/15 9:00:00,27,76,-49
349,349,4,2022/4/15 9:10:00,26,82,-56
350,350,4,2022/4/15 9:20:00,23,71,-48
351,351,4,2022/4/15 9:30:00,21,74,-53
352,352,4,2022/4/15 9:40:00,23,64,-41
353,353,4,2022/4/15 9:50:00,22,65,-43
354,354,4,2022/4/15 10:00:00,24,64,-40
355,355,4,2022/4/15 10:10:00,25,58,-33
356,356,4,2022/4/15 10:20:00,24,65,-41
357,357,4,2022/4/15 10:30:00,20,54,-34
358,358,4,2022/4/15 10:40:00,21,62,-41
359,359,4,2022/4/15 10:50:00,25,55,-30
360,360,4,2022/4/15 11:00:00,26,59,-33
361,361,4,2022/4/15 11:10:00,26,59,-33
362,362,4,2022/4/15 11:20:00,26,60,-34
363,363,4,2022/4/15 11:30:00,32,59,-27
364,364,4,2022/4/15 11:40:00,25,65,-40
365,365,4,2022/4/15 11:50:00,24,51,-27
366,366,4,2022/4/15 12:00:00,28,54,-26
367,367,4,2022/4/15 12:10:00,29,55,-26
368,368,4,2022/4/15 12:20:00,25,61,-36
369,369,4,2022/4/15 12:30:00,27,62,-35
370,370,4,2022/4/15 12:40:00,28,67,-39
371,371,4,2022/4/15 12:50:00,25,60,-35
372,372,4,2022/4/15 13:00:00,29,58,-29
373,373,4,2022/4/15 13:10:00,26,61,-35
374,374,4,2022/4/15 13:20:00,26,53,-27
375,375,4,2022/4/15 13:30:00,28,55,-27
376,376,4,2022/4/15 13:40:00,26,52,-26
377,377,4,2022/4/15 13:50:00,25,48,-23
378,378,4,2022/4/15 14:00:00,28,50,-22
379,379,4,2022/4/15 14:10:00,27,42,-15
380,380,4,2022/4/15 14:20:00,29,45,-16
381,381,4,2022/4/15 14:30:00,27,44,-17
382,382,4,2022/4/15 14:40:00,29,44,-15
383,383,4,2022/4/15 14:50:00,28,46,-18
384,384,4,2022/4/15 15:00:00,24,45,-21
385,385,4,2022/4/15 15:10:00,28,42,-14
386,386,4,2022/4/15 15:20:00,29,41,-12
387,387,4,2022/4/15 15:30:00,26,49,-23
388,388,4,2022/4/15 15:40:00,30,45,-15
389,389,4,2022/4/15 15:50:00,33,45,-12
390,390,4,2022/4/15 16:00:00,36,46,-10
391,391,4,2022/4/15 16:10:00,48,46,2
392,392,4,2022/4/15 16:20:00,41,59,-18
393,393,4,2022/4/15 16:30:00,97,46,51
394,394,4,2022/4/15 16:40:00,93,50,43
395,395,4,2022/4/15 16:50:00,157,47,110
396,396,4,2022/4/15 17:00:00,322,48,274
397,397,4,2022/4/15 17:10:00,348,53,295
398,398,4,2022/4/15 17:20:00,180,51,129
399,399,4,2022/4/15 17:30:00,137,54,83
400,400,4,2022/4/15 17:40:00,177,55,122
401,401,4,2022/4/15 17:50:00,76,52,24
402,402,4,2022/4/15 18:00:00,65,55,10
403,403,4,2022/4/15 18:10:00,56,55,1
404,404,4,2022/4/15 18:20:00,41,54,-13
405,405,4,2022/4/15 18:30:00,43,58,-15
406,406,4,2022/4/15 18:40:00,32,50,-18
407,407,4,2022/4/15 18:50:00,29,52,-23
408,408,4,2022/4/15 19:00:00,24,56,-32
409,409,4,2022/4/15 19:10:00,29,54,-25
410,410,4,2022/4/15 19:20:00,32,48,-16
411,411,4,2022/4/15 19:30:00,25,27,-2
412,412,4,2022/4/15 19:40:00,22,42,-20
413,413,4,2022/4/15 19:50:00,24,44,-20
414,414,4,2022/4/15 20:00:00,28,38,-10
415,415,4,2022/4/15 20:10:00,30,25,5
416,416,4,2022/4/15 20:20:00,23,40,-17
417,417,4,2022/4/15 20:30:00,25,34,-9
418,418,4,2022/4/15 20:40:00,17,39,-22
419,419,4,2022/4/15 20:50:00,22,30,-8
420,420,4,2022/4/15 21:00:00,22,25,-3
421,421,4,2022/4/15 21:10:00,20,33,-13
422,422,4,2022/4/15 21:20:00,17,15,2
423,423,4,2022/4/15 21:30:00,11,31,-20
424,424,4,2022/4/15 21:40:00,12,30,-18
425,425,4,2022/4/15 21:50:00,11,29,-18
426,426,4,2022/4/15 22:00:00,7,27,-20
427,427,4,2022/4/15 22:10:00,8,7,1
428,428,4,2022/4/15 22:20:00,3,25,-22
429,429,4,2022/4/15 22:30:00,0,24,-24
430,430,4,2022/4/15 22:40:00,1,23,-22
431,431,4,2022/4/15 22:50:00,1,13,-12
432,432,5,2022/4/15 5:00:00,0,1,-1
433,433,5,2022/4/15 5:10:00,0,1,-1
434,434,5,2022/4/15 5:20:00,2,1,1
435,435,5,2022/4/15 5:30:00,5,1,4
436,436,5,2022/4/15 5:40:00,7,2,5
437,437,5,2022/4/15 5:50:00,12,1,11
438,438,5,2022/4/15 6:00:00,20,13,7
439,439,5,2022/4/15 6:10:00,19,22,-3
440,440,5,2022/4/15 6:20:00,28,40,-12
441,441,5,2022/4/15 6:30:00,32,63,-31
442,442,5,2022/4/15 6:40:00,36,73,-37
443,443,5,2022/4/15 6:50:00,45,76,-31
444,444,5,2022/4/15 7:00:00,54,123,-69
445,445,5,2022/4/15 7:10:00,57,123,-66
446,446,5,2022/4/15 7:20:00,59,106,-47
447,447,5,2022/4/15 7:30:00,83,112,-29
448,448,5,2022/4/15 7:40:00,147,171,-24
449,449,5,2022/4/15 7:50:00,162,181,-19
450,450,5,2022/4/15 8:00:00,194,281,-87
451,451,5,2022/4/15 8:10:00,232,322,-90
452,452,5,2022/4/15 8:20:00,232,325,-93
453,453,5,2022/4/15 8:30:00,221,387,-166
454,454,5,2022/4/15 8:40:00,184,438,-254
455,455,5,2022/4/15 8:50:00,148,504,-356
456,456,5,2022/4/15 9:00:00,94,335,-241
457,457,5,2022/4/15 9:10:00,76,283,-207
458,458,5,2022/4/15 9:20:00,66,233,-167
459,459,5,2022/4/15 9:30:00,55,192,-137
460,460,5,2022/4/15 9:40:00,45,139,-94
461,461,5,2022/4/15 9:50:00,49,133,-84
462,462,5,2022/4/15 10:00:00,43,117,-74
463,463,5,2022/4/15 10:10:00,46,105,-59
464,464,5,2022/4/15 10:20:00,39,103,-64
465,465,5,2022/4/15 10:30:00,47,110,-63
466,466,5,2022/4/15 10:40:00,38,93,-55
467,467,5,2022/4/15 10:50:00,38,99,-61
468,468,5,2022/4/15 11:00:00,36,93,-57
469,469,5,2022/4/15 11:10:00,43,79,-36
470,470,5,2022/4/15 11:20:00,41,77,-36
471,471,5,2022/4/15 11:30:00,42,75,-33
472,472,5,2022/4/15 11:40:00,42,76,-34
473,473,5,2022/4/15 11:50:00,37,76,-39
474,474,5,2022/4/15 12:00:00,46,92,-46
475,475,5,2022/4/15 12:10:00,42,88,-46
476,476,5,2022/4/15 12:20:00,43,82,-39
477,477,5,2022/4/15 12:30:00,44,92,-48
478,478,5,2022/4/15 12:40:00,41,93,-52
479,479,5,2022/4/15 12:50:00,41,109,-68
480,480,5,2022/4/15 13:00:00,41,93,-52
481,481,5,2022/4/15 13:10:00,44,108,-64
482,482,5,2022/4/15 13:20:00,37,99,-62
483,483,5,2022/4/15 13:30:00,40,93,-53
484,484,5,2022/4/15 13:40:00,44,111,-67
485,485,5,2022/4/15 13:50:00,45,91,-46
486,486,5,2022/4/15 14:00:00,45,91,-46
487,487,5,2022/4/15 14:10:00,45,90,-45
488,488,5,2022/4/15 14:20:00,48,90,-42
489,489,5,2022/4/15 14:30:00,49,92,-43
490,490,5,2022/4/15 14:40:00,46,92,-46
491,491,5,2022/4/15 14:50:00,50,80,-30
492,492,5,2022/4/15 15:00:00,55,90,-35
493,493,5,2022/4/15 15:10:00,69,92,-23
494,494,5,2022/4/15 15:20:00,48,91,-43
495,495,5,2022/4/15 15:30:00,56,87,-31
496,496,5,2022/4/15 15:40:00,47,93,-46
497,497,5,2022/4/15 15:50:00,48,77,-29
498,498,5,2022/4/15 16:00:00,61,104,-43
499,499,5,2022/4/15 16:10:00,76,92,-16
500,500,5,2022/4/15 16:20:00,64,93,-29
501,501,5,2022/4/15 16:30:00,71,93,-22
502,502,5,2022/4/15 16:40:00,93,93,0
503,503,5,2022/4/15 16:50:00,131,110,21
504,504,5,2022/4/15 17:00:00,202,111,91
505,505,5,2022/4/15 17:10:00,244,105,139
506,506,5,2022/4/15 17:20:00,199,124,75
507,507,5,2022/4/15 17:30:00,265,102,163
508,508,5,2022/4/15 17:40:00,421,105,316
509,509,5,2022/4/15 17:50:00,268,110,158
510,510,5,2022/4/15 18:00:00,271,133,138
511,511,5,2022/4/15 18:10:00,580,133,447
512,512,5,2022/4/15 18:20:00,290,119,171
513,513,5,2022/4/15 18:30:00,223,107,116
514,514,5,2022/4/15 18:40:00,207,110,97
515,515,5,2022/4/15 18:50:00,137,126,11
516,516,5,2022/4/15 19:00:00,83,126,-43
517,517,5,2022/4/15 19:10:00,85,110,-25
518,518,5,2022/4/15 19:20:00,66,115,-49
519,519,5,2022/4/15 19:30:00,43,100,-57
520,520,5,2022/4/15 19:40:00,39,83,-44
521,521,5,2022/4/15 19:50:00,37,86,-49
522,522,5,2022/4/15 20:00:00,47,85,-38
523,523,5,2022/4/15 20:10:00,47,74,-27
524,524,5,2022/4/15 20:20:00,39,75,-36
525,525,5,2022/4/15 20:30:00,39,80,-41
526,526,5,2022/4/15 20:40:00,37,88,-51
527,527,5,2022/4/15 20:50:00,29,71,-42
528,528,5,2022/4/15 21:00:00,40,63,-23
529,529,5,2022/4/15 21:10:00,37,75,-38
530,530,5,2022/4/15 21:20:00,33,62,-29
531,531,5,2022/4/15 21:30:00,32,75,-43
532,532,5,2022/4/15 21:40:00,27,63,-36
533,533,5,2022/4/15 21:50:00,24,70,-46
534,534,5,2022/4/15 22:00:00,26,74,-48
535,535,5,2022/4/15 22:10:00,25,52,-27
536,536,5,2022/4/15 22:20:00,13,65,-52
537,537,5,2022/4/15 22:30:00,6,48,-42
538,538,5,2022/4/15 22:40:00,2,33,-31
539,539,5,2022/4/15 22:50:00,0,3,-3
