stationid,startTime,value,value0-10
308,2022/7/15 17:10,2.414973118,7.8452713
34,2022/7/15 7:30,2.409677419,7.84188574
189,2022/7/15 17:10,2.3975,7.83410067
174,2022/7/15 7:50,2.397124183,7.833860408
207,2022/7/15 7:50,2.387008547,7.827393444
33,2022/7/15 7:30,2.379919355,7.822861297
219,2022/7/15 7:50,2.378461538,7.821929309
312,2022/7/15 17:10,2.37327957,7.818616457
275,2022/7/15 7:20,2.370875576,7.817079575
58,2022/7/15 7:30,2.370483871,7.816829156
299,2022/7/15 17:10,2.365887097,7.813890421
166,2022/7/15 8:00,2.355816993,7.807452566
165,2022/7/15 7:10,2.351176471,7.804485863
166,2022/7/15 7:40,2.350065359,7.803775524
147,2022/7/15 18:10,2.348830645,7.802986167
189,2022/7/15 18:10,2.348284314,7.802636896
185,2022/7/15 17:40,2.34754902,7.802166819
301,2022/7/15 18:10,2.342567204,7.798981926
159,2022/7/15 8:00,2.340392157,7.79759141
28,2022/7/15 7:30,2.312419355,7.779708292
297,2022/7/15 17:10,2.310295699,7.778350631
172,2022/7/15 8:00,2.309542484,7.777869097
159,2022/7/15 7:40,2.298562092,7.770849291
207,2022/7/15 8:00,2.297094017,7.769910745
35,2022/7/15 7:30,2.295725806,7.769036043
167,2022/7/15 8:00,2.295424837,7.768843632
168,2022/7/15 8:00,2.293333333,7.767506526
172,2022/7/15 7:40,2.290196078,7.765500867
173,2022/7/15 8:00,2.28627451,7.762993794
165,2022/7/15 8:00,2.283921569,7.76148955
219,2022/7/15 8:00,2.282735043,7.760730999
150,2022/7/15 8:00,2.280261438,7.759149614
293,2022/7/15 17:10,2.272150538,7.753964285
140,2022/7/15 18:10,2.272137097,7.753955692
150,2022/7/15 7:40,2.271895425,7.75380119
301,2022/7/15 17:10,2.27155914,7.753586202
302,2022/7/15 17:10,2.270672043,7.753019078
223,2022/7/15 7:50,2.263589744,7.748491337
291,2022/7/15 17:10,2.26327957,7.748293042
165,2022/7/15 7:40,2.261699346,7.747282798
285,2022/7/15 7:20,2.259907834,7.746137478
174,2022/7/15 8:00,2.258300654,7.745110002
124,2022/7/15 18:10,2.255564516,7.743360779
8,2022/7/15 18:00,2.255376344,7.743240479
303,2022/7/15 17:10,2.255,7.742999881
50,2022/7/15 7:30,2.254354839,7.742587427
303,2022/7/15 18:10,2.247822581,7.73841133
168,2022/7/15 7:40,2.245751634,7.737087366
167,2022/7/15 7:10,2.242573529,7.735055591
174,2022/7/15 7:10,2.241029412,7.734068432
306,2022/7/15 17:10,2.240215054,7.733547809
188,2022/7/15 17:10,2.24,7.733410325
36,2022/7/15 7:10,2.238709677,7.732585416
306,2022/7/15 18:10,2.233521505,7.729268598
27,2022/7/15 18:00,2.227956989,7.725711182
173,2022/7/15 7:10,2.227132353,7.725183989
141,2022/7/15 18:10,2.226290323,7.724645676
191,2022/7/15 17:40,2.22377451,7.723037308
207,2022/7/15 7:40,2.221880342,7.721826359
219,2022/7/15 7:40,2.217094017,7.718766443
266,2022/7/15 7:20,2.215668203,7.717854915
167,2022/7/15 7:40,2.213594771,7.716529362
131,2022/7/15 18:20,2.209596774,7.713973427
305,2022/7/15 17:10,2.205026882,7.711051878
173,2022/7/15 7:40,2.204444444,7.710679523
140,2022/7/15 17:40,2.203427419,7.710029335
188,2022/7/15 18:10,2.201470588,7.708778326
147,2022/7/15 17:10,2.201129032,7.708559968
174,2022/7/15 7:40,2.195555556,7.704996824
171,2022/7/15 7:50,2.194771242,7.704495409
313,2022/7/15 17:10,2.189354839,7.701032682
134,2022/7/15 17:40,2.189274194,7.700981125
35,2022/7/15 8:10,2.185766129,7.698738406
304,2022/7/15 17:10,2.185215054,7.698386102
141,2022/7/15 17:40,2.18516129,7.69835173
305,2022/7/15 18:10,2.185,7.698248617
3,2022/7/15 18:00,2.17311828,7.690652588
154,2022/7/15 17:10,2.172058824,7.689975274
158,2022/7/15 17:10,2.172058824,7.689975274
29,2022/7/15 7:10,2.169677419,7.688452833
214,2022/7/15 7:50,2.169230769,7.688167288
313,2022/7/15 18:10,2.16686828,7.68665694
182,2022/7/15 17:40,2.166421569,7.686371356
286,2022/7/15 7:20,2.160737327,7.682737398
304,2022/7/15 18:10,2.159462366,7.681922311
166,2022/7/15 7:00,2.157647059,7.680761778
33,2022/7/15 8:10,2.151290323,7.676697893
58,2022/7/15 8:10,2.149475806,7.675537865
34,2022/7/15 7:00,2.147741935,7.674429395
34,2022/7/15 8:10,2.14766129,7.674377839
124,2022/7/15 17:40,2.146572581,7.673681823
28,2022/7/15 8:10,2.144395161,7.67228979
50,2022/7/15 8:10,2.142580645,7.671129763
223,2022/7/15 7:40,2.126837607,7.661065179
8,2022/7/15 17:00,2.12311828,7.6586874
251,2022/7/15 7:20,2.122526882,7.658309317
125,2022/7/15 18:30,2.114758065,7.653342682
248,2022/7/15 7:10,2.113655914,7.652638073
171,2022/7/15 17:10,2.112867647,7.652134131
27,2022/7/15 17:00,2.112365591,7.651813165
8,2022/7/15 18:20,2.104301075,7.646657489
180,2022/7/15 17:10,2.1,7.643907796
180,2022/7/15 18:10,2.095588235,7.641087338
159,2022/7/15 7:00,2.094852941,7.640617262
223,2022/7/15 8:00,2.092649573,7.63920864
33,2022/7/15 7:00,2.092258065,7.638958347
36,2022/7/15 7:30,2.091774194,7.638649007
58,2022/7/15 7:00,2.085806452,7.634833807
134,2022/7/15 18:10,2.082096774,7.632462196
159,2022/7/15 17:10,2.077867647,7.629758499
179,2022/7/15 18:10,2.077696078,7.629648814
168,2022/7/15 17:10,2.075294118,7.628113232
27,2022/7/15 18:20,2.072580645,7.626378499
3,2022/7/15 17:00,2.069354839,7.624316229
36,2022/7/15 8:10,2.069274194,7.624264672
171,2022/7/15 8:00,2.068496732,7.623767638
184,2022/7/15 18:10,2.065441176,7.621814209
214,2022/7/15 7:40,2.062905983,7.620193451
116,2022/7/15 17:10,2.05983871,7.618232531
281,2022/7/15 7:50,2.055483871,7.615448466
166,2022/7/15 7:30,2.048888889,7.611232269
186,2022/7/15 17:40,2.045833333,7.609278841
166,2022/7/15 17:10,2.045441176,7.609028133
29,2022/7/15 8:10,2.037701613,7.604080202
29,2022/7/15 7:30,2.03733871,7.603848196
103,2022/7/15 7:20,2.03733871,7.603848196
179,2022/7/15 17:10,2.037205882,7.603763279
174,2022/7/15 17:10,2.034117647,7.601788959
167,2022/7/15 17:10,2.023823529,7.59520789
106,2022/7/15 17:10,2.021854839,7.593949299
173,2022/7/15 17:10,2.016102941,7.590272089
207,2022/7/15 8:10,2.015384615,7.58981286
159,2022/7/15 7:30,2.015163399,7.589671436
31,2022/7/15 7:10,2.009677419,7.586164229
143,2022/7/15 18:30,2.009516129,7.586061115
136,2022/7/15 18:10,2.009274194,7.585906445
153,2022/7/15 17:10,2.005294118,7.583361968
207,2022/7/15 7:20,2.003846154,7.582436279
219,2022/7/15 8:10,2.003418803,7.582163072
219,2022/7/15 7:20,2.003076923,7.581944507
51,2022/7/15 7:10,2.001935484,7.58121478
123,2022/7/15 18:30,1.999112903,7.579410294
214,2022/7/15 8:00,1.998290598,7.578884591
131,2022/7/15 17:50,1.995967742,7.57739958
28,2022/7/15 7:00,1.992258065,7.57502797
171,2022/7/15 7:40,1.991895425,7.574796133
168,2022/7/15 7:00,1.991397059,7.574477525
172,2022/7/15 7:30,1.987712418,7.57212192
172,2022/7/15 7:00,1.980588235,7.567567403
165,2022/7/15 17:10,1.980073529,7.56723835
51,2022/7/15 8:10,1.979274194,7.566727332
247,2022/7/15 7:10,1.978817204,7.566435177
141,2022/7/15 17:10,1.977741935,7.565747753
134,2022/7/15 17:10,1.974032258,7.563376142
185,2022/7/15 18:10,1.974019608,7.563368055
184,2022/7/15 17:10,1.97372549,7.563180025
140,2022/7/15 17:10,1.972419355,7.562345007
172,2022/7/15 17:10,1.971838235,7.561973495
168,2022/7/15 7:30,1.970457516,7.561090796
31,2022/7/15 8:10,1.96875,7.559999175
3,2022/7/15 18:20,1.965591398,7.557979869
154,2022/7/15 7:20,1.964632353,7.557366748
120,2022/7/15 7:20,1.96233871,7.555900413
313,2022/7/15 7:20,1.961075269,7.55509269
150,2022/7/15 17:10,1.955367647,7.551443786
304,2022/7/15 7:20,1.954274194,7.550744738
136,2022/7/15 17:40,1.952419355,7.549558932
124,2022/7/15 17:10,1.946451613,7.545743732
147,2022/7/15 18:20,1.946370968,7.545692175
158,2022/7/15 7:50,1.941176471,7.542371314
8,2022/7/15 17:20,1.940322581,7.541825419
286,2022/7/15 17:10,1.939170507,7.541088893
51,2022/7/15 7:30,1.935725806,7.538886683
35,2022/7/15 7:00,1.932258065,7.536669743
191,2022/7/15 18:10,1.928921569,7.534536709
118,2022/7/15 7:20,1.928709677,7.534401245
150,2022/7/15 7:30,1.925751634,7.532510157
27,2022/7/15 17:20,1.925268817,7.53220149
313,2022/7/15 7:40,1.924964158,7.532006721
31,2022/7/15 7:30,1.92375,7.531230505
295,2022/7/15 17:40,1.921895161,7.530044699
304,2022/7/15 7:40,1.920997312,7.529470701
308,2022/7/15 17:40,1.920120968,7.528910451
266,2022/7/15 17:10,1.918525346,7.527890364
305,2022/7/15 7:20,1.918494624,7.527870723
50,2022/7/15 7:00,1.915483871,7.525945937
108,2022/7/15 7:20,1.914435484,7.5252757
250,2022/7/15 7:10,1.913172043,7.524467977
114,2022/7/15 7:10,1.911532258,7.523419656
129,2022/7/15 18:30,1.911532258,7.523419656
150,2022/7/15 7:00,1.910073529,7.522487085
295,2022/7/15 17:20,1.909327957,7.522010438
146,2022/7/15 7:20,1.907419355,7.520790262
285,2022/7/15 17:10,1.904516129,7.518934219
156,2022/7/15 17:10,1.903897059,7.518538445
312,2022/7/15 17:40,1.903857527,7.518513172
165,2022/7/15 7:30,1.903006536,7.51796913
99,2022/7/15 7:20,1.901854839,7.517232846
182,2022/7/15 18:10,1.900735294,7.516517116
133,2022/7/15 7:20,1.900322581,7.516253268
305,2022/7/15 7:40,1.899910394,7.515989755
308,2022/7/15 17:20,1.898091398,7.514826864
110,2022/7/15 7:20,1.895564516,7.513211419
109,2022/7/15 7:20,1.894112903,7.512283397
126,2022/7/15 7:20,1.893225806,7.511716272
299,2022/7/15 17:40,1.892916667,7.511518639
155,2022/7/15 17:10,1.892058824,7.510970216
165,2022/7/15 7:00,1.891544118,7.510641163
3,2022/7/15 17:20,1.887634409,7.508141671
297,2022/7/15 17:20,1.883010753,7.50518575
131,2022/7/15 17:20,1.882419355,7.504807667
167,2022/7/15 7:30,1.882352941,7.504765209
167,2022/7/15 7:00,1.880220588,7.503401987
275,2022/7/15 17:10,1.876866359,7.501257616
299,2022/7/15 17:20,1.875913978,7.500648755
312,2022/7/15 17:20,1.875026882,7.500081632
173,2022/7/15 7:00,1.874044118,7.499453347
104,2022/7/15 17:10,1.873548387,7.499136424
173,2022/7/15 7:30,1.871111111,7.497578264
244,2022/7/15 7:10,1.869408602,7.496489844
301,2022/7/15 17:20,1.868817204,7.496111761
158,2022/7/15 8:00,1.86875817,7.49607402
301,2022/7/15 17:30,1.867822581,7.495475895
139,2022/7/15 7:20,1.866451613,7.49459943
122,2022/7/15 18:30,1.865806452,7.494186976
293,2022/7/15 17:20,1.86438172,7.493276139
281,2022/7/15 8:00,1.864193548,7.49315584
302,2022/7/15 17:20,1.862016129,7.491763808
297,2022/7/15 17:40,1.861276882,7.491291205
102,2022/7/15 7:20,1.860241935,7.490629559
122,2022/7/15 7:20,1.857419355,7.488825073
248,2022/7/15 7:50,1.857258065,7.48872196
275,2022/7/15 7:50,1.855806452,7.487793938
306,2022/7/15 17:30,1.855564516,7.487639267
303,2022/7/15 17:20,1.85344086,7.486281606
115,2022/7/15 7:20,1.852741935,7.485834781
110,2022/7/15 17:10,1.851290323,7.48490676
223,2022/7/15 7:20,1.85,7.484081851
303,2022/7/15 17:30,1.849946237,7.48404748
94,2022/7/15 17:10,1.846693548,7.481968024
306,2022/7/15 17:20,1.843978495,7.48023228
133,2022/7/15 18:30,1.843064516,7.47964797
114,2022/7/15 17:10,1.842096774,7.479029289
174,2022/7/15 7:30,1.840522876,7.47802309
305,2022/7/15 17:30,1.840241935,7.477843484
171,2022/7/15 7:10,1.840073529,7.477735821
103,2022/7/15 17:10,1.837983871,7.476399895
302,2022/7/15 17:40,1.83422043,7.473993913
185,2022/7/15 17:10,1.83372549,7.473677496
281,2022/7/15 7:10,1.833364055,7.473446429
140,2022/7/15 18:20,1.831330645,7.472146462
313,2022/7/15 17:30,1.831303763,7.472129276
146,2022/7/15 18:30,1.829758065,7.471141106
105,2022/7/15 7:20,1.829516129,7.470986435
305,2022/7/15 17:20,1.828010753,7.470024043
126,2022/7/15 18:30,1.827580645,7.469749073
306,2022/7/15 7:40,1.824749104,7.467938858
174,2022/7/15 7:00,1.823602941,7.467206112
304,2022/7/15 17:30,1.823387097,7.467068122
223,2022/7/15 8:10,1.820854701,7.465449152
104,2022/7/15 7:10,1.820564516,7.465263635
281,2022/7/15 17:10,1.814930876,7.461662028
139,2022/7/15 18:30,1.814274194,7.461242209
124,2022/7/15 18:20,1.81233871,7.460004846
247,2022/7/15 7:50,1.808521505,7.457564493
149,2022/7/15 17:10,1.808161765,7.45733451
313,2022/7/15 17:20,1.806424731,7.456224017
112,2022/7/15 7:50,1.805745968,7.455790082
165,2022/7/15 8:10,1.803137255,7.454122321
150,2022/7/15 8:10,1.803137255,7.454122321
304,2022/7/15 17:20,1.801397849,7.453010313
293,2022/7/15 17:40,1.797997312,7.450836336
193,2022/7/15 17:50,1.794607843,7.448669436
186,2022/7/15 18:10,1.792401961,7.447259207
107,2022/7/15 7:20,1.790806452,7.446239193
147,2022/7/15 17:50,1.78766129,7.444228479
167,2022/7/15 8:10,1.787189542,7.443926888
250,2022/7/15 7:50,1.786693548,7.443609797
174,2022/7/15 8:10,1.786405229,7.443425474
136,2022/7/15 17:10,1.785967742,7.443145787
94,2022/7/15 7:20,1.781129032,7.440052381
303,2022/7/15 7:40,1.780696237,7.439775694
291,2022/7/15 17:20,1.780107527,7.439399329
141,2022/7/15 18:20,1.779314516,7.438892354
172,2022/7/15 8:10,1.778039216,7.43807705
191,2022/7/15 17:10,1.776764706,7.437262251
173,2022/7/15 8:10,1.77620915,7.436907082
166,2022/7/15 8:10,1.775424837,7.436405668
4,2022/7/15 17:10,1.774193548,7.4356185
112,2022/7/15 7:40,1.77358871,7.435231825
251,2022/7/15 17:40,1.773145161,7.434948262
106,2022/7/15 7:50,1.767137097,7.431107284
306,2022/7/15 7:20,1.765913978,7.43032534
244,2022/7/15 7:50,1.76561828,7.430136299
116,2022/7/15 7:50,1.763608871,7.428851676
95,2022/7/15 7:20,1.7625,7.428142771
285,2022/7/15 7:50,1.760645161,7.426956965
214,2022/7/15 7:20,1.757692308,7.425069195
248,2022/7/15 8:00,1.756021505,7.424001045
301,2022/7/15 17:50,1.755967742,7.423966674
238,2022/7/15 7:10,1.748763441,7.419360937
295,2022/7/15 18:10,1.747580645,7.418604771
159,2022/7/15 8:10,1.74745098,7.418521876
9,2022/7/15 17:40,1.744758065,7.416800285
106,2022/7/15 7:40,1.744354839,7.416542501
100,2022/7/15 7:20,1.743387097,7.41592382
308,2022/7/15 18:10,1.743293011,7.41586367
158,2022/7/15 7:40,1.740392157,7.414009143
15,2022/7/15 17:40,1.740120968,7.413835771
116,2022/7/15 7:40,1.740020161,7.413771325
23,2022/7/15 17:40,1.730040323,7.407391177
266,2022/7/15 7:50,1.729032258,7.406746717
238,2022/7/15 17:00,1.727473118,7.405749953
247,2022/7/15 8:00,1.72233871,7.402467506
251,2022/7/15 18:10,1.72016129,7.401075474
303,2022/7/15 17:50,1.716639785,7.398824162
112,2022/7/15 7:00,1.714596774,7.397518058
251,2022/7/15 17:00,1.712096774,7.395919798
112,2022/7/15 17:10,1.711693548,7.395662014
168,2022/7/15 8:10,1.706143791,7.392114034
306,2022/7/15 17:50,1.704126344,7.390824272
250,2022/7/15 8:00,1.702204301,7.389595503
286,2022/7/15 7:50,1.696774194,7.386124015
313,2022/7/15 7:30,1.695722222,7.385451485
147,2022/7/15 17:20,1.694193548,7.384474198
238,2022/7/15 7:50,1.693736559,7.384182043
244,2022/7/15 8:00,1.692795699,7.383580548
238,2022/7/15 17:40,1.691854839,7.382979053
182,2022/7/15 17:10,1.691323529,7.382639384
303,2022/7/15 7:20,1.691102151,7.382497856
162,2022/7/15 17:10,1.690808824,7.382310331
305,2022/7/15 17:50,1.688293011,7.380701962
214,2022/7/15 8:10,1.688205128,7.380645779
304,2022/7/15 7:30,1.683404122,7.377576477
253,2022/7/15 7:20,1.679274194,7.374936199
13,2022/7/15 17:10,1.679032258,7.374781528
134,2022/7/15 18:20,1.67891129,7.374704193
244,2022/7/15 17:00,1.677204301,7.373612908
106,2022/7/15 7:00,1.677096774,7.373544166
117,2022/7/15 7:20,1.676129032,7.372925485
248,2022/7/15 7:40,1.675295699,7.372392732
193,2022/7/15 17:00,1.672794118,7.370793462
250,2022/7/15 17:00,1.672473118,7.370588245
189,2022/7/15 17:50,1.668382353,7.367973004
313,2022/7/15 17:50,1.667862903,7.367640917
116,2022/7/15 7:00,1.66766129,7.367512025
153,2022/7/15 7:20,1.667647059,7.367502927
312,2022/7/15 18:10,1.667594086,7.367469062
238,2022/7/15 18:10,1.66608871,7.366506669
111,2022/7/15 7:20,1.665241935,7.365965322
154,2022/7/15 7:50,1.665098039,7.365873329
